Hotel,Rating,Review,Response,Trip type,Date of Stay,Responder,Responded date
Grafton on Sunset,20,Not a warm welcome (I landed very late and was really tired and had to wait so long to check in) - a lot of noise in the rooms and a terrible smell - restaurant with a poor selection. I asked twice for the laundry bag and they told me it was in the wardrobe but it was not there - I asked again and they told me to double check again......And I did not have my clothes cleaned. Next time I'll be back to Standard,I sincerely apologize as it appears we fell short in providing you the quality of service you deserved during your recent stay with us. I assure you that we take your comments to heart and will do everything in our power to continually make improvements.,Trip type: Traveled on business,Date of stay: April 2017,"Response from Bert S, General Manager at Grafton on Sunset","Responded Apr 25, 2017"
Grafton on Sunset,20,"There seem to be paper thin ceilings, the person in the room above walking around made sleeping impossible. I don't see myself as a light sleeper. I emailed management about this issue but got no response",Thank you for letting us know about your experience. We are disappointed you did not have a favorable experience. Please accept our sincere apology for not getting back to you but unfortunately we do not show that we received an email from you. Appreciate you taking time to write a review.,Trip type: Traveled solo,Date of stay: March 2017,"Response from Bert S, General Manager at Grafton on Sunset","Responded Mar 22, 2017"
Grafton on Sunset,30,"The hotel is modern with great interiors, lobby hall is very small and very small bar.The room size is good and bed is comfortable. Bathroom is very small but maybe this is the size of hotels in this area! I had swimming pool room and it had a good sitting area on the swimming pool.Swimming pool size is very good.Staff are friendly but i felt the knowledge about the city wasn't great or they choose not to give detailed answers when we ask when to have dinner.Location is not great despite its on sunset! Its not central.Price is ok.",Thank you for choosing the Grafton for your visit to the Sunset Strip. We appreciate you taking the time to let us know how we did because guest input is our best tool in making improvements in our service.,Trip type: Traveled solo,Date of stay: March 2017,"Response from Bert S, General Manager at Grafton on Sunset","Responded Mar 22, 2017"
Grafton on Sunset,10,"I would not recommend this so called hotel even to my worst enemy. The noise in the hotel is beyond bearable. The walls are so thin I can hear the person next door conversations, snoring, farting, sneezing....After complaining about the noise, the security guard could care less about the noise even going so far to say it's normal for a hotel. Sorry guy but never had noise issue like this in any hotels I've ever stayed at.The pool is a joke, always shaded no sun light whatsoever. Don't do valet parking as there are cheaper options 2 blocks away.(they won't tell you this so be sure to research the area) Service at the pool is like life on Mars, it was nonexistent.Only good thing about the hotel would be the location but I wouldn't go that far to say it was worth it to stay here because of the location.",Thank you for taking time to let us know of your experience and we apologize we did not meet your expectations.,Trip type: Traveled as a couple,Date of stay: February 2017,"Response from Bert S, General Manager at Grafton on Sunset","Responded Feb 24, 2017"
Grafton on Sunset,30,"We stayed here for three nights and was residing on the second floor. This is a modern hotel and it looks trendy. However, the rooms have thin walls which means you can hear the conversations, the snores or your neighbor, foot steps from upstairs etc. At 11:45 pm, we made a complaint because we can hear the TV blasted next door. (We could not sleep with this loud thrashing noise). They indicated that security will investigate. After 15 minutes, we made a second call downstairs and was advised security stated he could not hear anything in the hallways. Therefore, we requested for security to come into our room and listen for himself. He did come into the room and noted that he did hear the loud TV and promised to go next door to advise the individual about the noise complaint. The sounds did not change and around 12ish am, he knocked on our door and gave us a room on the first floor ground level. (Please note that when we originally requested for this the operator stated the hotel was ""sold out."") We agreed and packed our stuff happily. When we got to the ground floor room immediately upon entering we could hear the loud laughters, and conversations next door and then immediately requested to return to our second floor room. Indeed, we returned upstairs. I much rather hear TV thrashing then conversations amongst a group of individuals.The pool area is nice and I relaxed there twice except the sun does not hit the area much. The sunlight goes in and out. It gets shady probably due to the location. Also, there was construction next door and in the pool area you can hear the demolition.This morning around 630ish/7AM the men were cleaning the pool and we could hear their chatter and water running. We do sleep with the windows open. Upon checkout today, I notice the receptionist checking a guest in and spoke about the discounts in the hotel bar/restaurant. We received none of those offers when we entered. In addition, when I told her about our stay because she asked, she was not sympathetic about our stay and disregarded my comment.Also, UBER everything. The taxi to the hotels was 50$ but UBER was less expensive depending on the time (avoid rush hour for cheaper deals). We used UBER for our entire stay and traveled between, LA, Santa Monica, Beverly Hills, Downtown etc. We car pooled and it was worth it due to the amount of time we were in California.",Thank you for taking time to let us know about your experience at our hotel. Your input is the best tool we have in making improvements in both our facilities and services. I also apologize about you not receiving the promotional piece for our bar and restaurant but it is a brand new program so it is very likely it started the day after you arrived. I assure you that we will do everything we can to improve our guest experience.,Trip type: Traveled as a couple,Date of stay: February 2017,"Response from Bert S, General Manager at Grafton on Sunset","Responded Feb 24, 2017"
Grafton on Sunset,30,"Stayed 4 nights, top location Uber anywhere. Stayed on lower floor which would be great in Summer as there is door straight to the pool. Only problem was could hear noise from upstairs all night...people walking and only small double beds. Staff helpful.",Thank you for taking time to let us know how we did during your recent stay with us. We look forward to see you back in the near future.,Trip type: Traveled with family,Date of stay: January 2017,"Response from Bert S, General Manager at Grafton on Sunset","Responded Feb 24, 2017"
Grafton on Sunset,20,"I really wanted to like this hotel. The photos are incredible and the reviews come back quite good. Which is why we booked it.However, the experience was quite different. Going back and reading the reviews now, the overwhelmingly positive ones seem to be about the area and accessibility, which the more... critical... reviews are about the hotel itself.I would not stay here again, nor would I recommend it to anyone else – given the number of great hotels in Los Angeles and this area specifically.1 – The wifi is terrible. They say ""free wifi"", and that is technically true. There is a low 1MB bandwidth connection available for free. However, that is shared amongst all people and devices attached through a single email address. We had four devices, and didn't realise that was the limit until the second day.Worse, the person at the front desk had no idea how the system worked. She said I could use the Wifi signal from the bar. Which was weak and slow from the room.This is the first hotel I have ever stayed at where I felt tricked by the wifi offer. It said ""free"" and it was barely functional. Either tell me it's extra – in which case I look for another hotel – or give me a usable signal for free.2 – The whole ""Hollywood glam"" decor is accurate. That this is a popular Hollywood hotel is not. The bar and restaurant were generally deserted. There is a pool, that is true. However, there is also loud music that plays to the pool at all waking hours of the day. Nice to open the window and hear music if you're in the mood for it. But Justin Bieber on repeat for two days does wear.3 – Parking is atrocious. They charge $50 to park the car in a lot behind the hotel, and further offer no help with offsite parking. Again, something unseen. I have been to hotels in Los Angeles, where the hotel has arranged offsite parking. With this one, not only were they a bit predatory about it, but the first valet threatened to have me ticketed in the loading zone when I asked if there were any options.4 – This hotel has no unique proposition. It doesn't do anything really well for the price. We used Booking.com, and got a decent rate – not a good rate – but that was the same rate as great hotels in both Venice and Downtown LA. While the Sunset Strip is generally expensive, for $25 - $50 more a night, one can have a great experience across the street or down the road a bit.I can see no reason to recommend this hotel in any manner, except potentially to people who want to live a vague simulacrum of the Hollywood glamour thing at quite a high price.","Thank you for taking time to let us know about your experience. We apologize if you felt we were not upfront about wifi services, but we do offer a basic wifi service for free with options if more bandwidth is needed. With respect to parking, our parking charges are $40 per night, not $50 as you indicated and unfortunately parking is at a premium in West Hollywood with no convenient alternative option available. I apologize if you felt the valet was trying to have you ticketed by parking in the loading zone, but they were trying to protect you from getting a ticket as the City of West Hollywood is very aggressive in patrolling the Sunset Strip and will give a ticket if someone is only over 1 to 2 minutes of the allotted 5 minute parking.",Trip type: Traveled as a couple,Date of stay: December 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Jan 5, 2017"
Grafton on Sunset,20,"My family and I stayed at the Grafton for 14 nights over winter break. I would NOT recommend coming here with children, or for a quiet, restful trip. The other guests at the hotel were ROUDY beyond belief, partying all night every night. The walls were paper thin which didnt help. At very least, avoid the rooms on the first floor at all costs, as they echo noise from the entire hotel.The housekeeping was SERIOUSLY inconsistent. Sometimes they would clean the bathroom, somtimes they wouldent. Sometimes they brought new water bottles, sometimes they didnt. The worst part about the housekeeping was on multiple occasions the keepers carts STANK terribly, and were wreaking up the halls, AND THE ROOMS AFTER SERVICE. it was intolerable.We called months in advance to book 4 rooms for 2 weeks (big family vacation) and the representative had assured us some of the best rooms on the top floor with a grand view for which we were quoted a price. We were then notified she was fired and a new manager was handling our room block. He stuck us in the basement rooms, charged us the same price, and the day we checked in, left on a vacation of his own.A plus was that the place is good if you're young and here to party. The location is the best part, its seriously prime real estate. The valet and reception were friendly and professional. however there are a few other hotels in the near proximity that would offer better value.",Thank you for taking time to let us know how we did. Your input is very valuable and a great tool in helping us make improvements to better our guest experience. We appreciate you choosing the Grafton for your recent stay to our beautiful city.,Trip type: Traveled with family,Date of stay: December 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Jan 5, 2017"
Grafton on Sunset,10,"The manager of the hotel was very negative person , so aggressive . I travel around the world but never saw somebody like him. I made a reservation for a 4 night. He tell me if you donot like something book an other hotel . I book from Expedia the payment was not refundable. My heart till now pain . The room is small for this price you can find better hotel with a nice personal. We was so happy to be in west Holliwood on New year, but one unhappy person just with no reason put my happiness down 😢. But it's a new year people should be nice and happy.",Thank you for your review and we apologize we did not meet your expectations.,,Date of stay: December 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Jan 5, 2017"
Grafton on Sunset,30,"The Grafton on Sunset is located on Sunset Blvd (hence the name) and is close to all the Hollywood action you would want but without it being right on your doorstep.The Hotel is very modern looking and has live entertainment in the bar in the evenings.Sunset Blvd is quite a busy street at night with bars and restaurants for miles and not to mention its 10 minutes drive from the walk of fame so it does tend to attract revelers.The Queen room had everything you could want - huge TV screen, a very modern bath and sleeping area. The room looks like it was recently decorated.However, we were given a room in the lower level (basement) as suggested by check-in to avoid noise disturbance from the bar and it smelled a bit musky in the hallways.For the price $250 this is a good option if you are not spending much time in the hotel.",Thank you for letting us know about your stay. We appreciate your business and enjoy hearing from our guests because your input is very valuable in our teams ability to make improvements in an effort to continually enhance our guest experience.,Trip type: Traveled with family,Date of stay: December 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Dec 27, 2016"
Grafton on Sunset,30,"This was my second visit to the Grafton and the location is great for us as we mainly visit the Rainbow, Whisky and Roxy etc. Enjoyed the pool and feel of the hotel and found the rooms were very good. My last visit was let down by the room directly overlooking a building site with a lot of noise from early in the morning (as of Sept 16) and an unexpected $100 a night deposit even though we had pre paid in full. Next time I think I'll spend a bit more and use the Andaz across the road",Thank you for choosing us once again for your accommodations in West Hollywood. We apologize for the unexpected $100 deposit but it is posted on all hotel reservation sites as this is common practice for all hotels to authorize a deposit for incidental charges. We understand you stayed with us in September and mush has progressed on the new construction site next to us as the majority of exterior construction is complete and the property is approaching their opening. We hope you provide another opportunity when returning to our beautiful city. Please feel free to contact my office directly if I can assist you with anything.,Trip type: Traveled with friends,Date of stay: September 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Dec 27, 2016"
Grafton on Sunset,30,"We stayed here for two nights. When we arrived the valet was easy to find, no waiting and they called for someone to help with our luggage. The first impressions of the hotel were a nice boutique hotel. The male receptionist wasnt the most friendly but the girl who helped with the check in couldnt have been nicer.The rooms were lovely but noisy the second night sounded like there was a party until 4.30 am. However reception told me the next day a group booking had checked in at midnight in the room above. One tip dont check out then have a coffee as as soon as you check out you no longer have access to wifi.Food in the bar was ok. Not hot though.","We appreciate you taking time to let us know about your recent stay with us. On your next visit, don't worry about wifi because you can use Bar 20's wifi signal complimentary while at the restaurant and bar. We look forward to seeing you back soon.",Trip type: Traveled as a couple,Date of stay: December 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Dec 27, 2016"
Grafton on Sunset,10,"Rude staff, overpriced hotel. Room was next to a construction site with workers trying to peep in which meant had to keep shutters down! Pool is like a backyard swimming pool. Actually ours is far better. Restaurant closed! The one they claim is there signature. Yeah ,they might want to rethink that. Fraudently charged my CC days after we left. Questioned them via email twice, no response. Try ringing them .... good luck. There is no phone number listed on website or anywhere which tells me a lot! Scanned my receipt/bill to my CC company to investigate. The only positive is that we were there only 8 hours! Halleujiah!!!!!","We are disappointed to hear you did not enjoy your stay with us. Oliver's Prime, the restaurant located adjacent to the hotel is closed on Sunday and Monday nights but offers food service at Bar 20, we apologize if this was a surprise as our website and restaurant reservation systems all show the restaurant hours. Unfortunately we don't understand your comments about the hotel not posting our phone numbers as both our 800 and main line numbers are posted on the main website page.",Trip type: Traveled as a couple,Date of stay: November 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Dec 27, 2016"
Grafton on Sunset,30,Their staff are friendly & accomodating. But our rooms overlooked a construction site next door. Make sure your rooms are at the top 2 floors when you book.Found steel wool (for scrubbing pans) in their kids' pasta when we arrived late and ordered room service for hungry kids. Not great.,Thank you for letting us know of your stay. Our goal is to constantly make improvements in our service and products to guest experience and your input is very valuable.,Trip type: Traveled with family,Date of stay: July 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Dec 27, 2016"
Grafton on Sunset,30,"The actual hotel was fine with good amenities and clean but the location wasn't great. It's on a really busy road and there weren't many eating options within walking distance, in fact there wasn't really anything within walking distance. If you aren't in LA long you're better to stay in Santa Monica and just go in to Hollywood/downtown areas by Uber if you want to check them out","Thank you for taking time to let us know about your experience. Yes, the hotel is located on the famed Sunset Strip which is a location that most guest choose our hotel for, however, we understand you would have preferred a different location. Unfortunately we did not understand your concerns about the lack of venues within walking distance as the hotel is centrally located to many of the famed locations on the strip such as the Comedy Club which is across the street to us to Whiskey a Go Go and much more.",Trip type: Traveled as a couple,Date of stay: November 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Dec 2, 2016"
Grafton on Sunset,10,"This was the worst experience ever.The desk service was terrible the manger even worse I would never recommend them ever.Paid for an upgraded room we got a view of the drive way. There were cars parked literally out the window I could touch them.When I questioned them the manager said. ""I've cancelled bigger bookings then you I won't hesitate. ""And because I paid a cash deposit we had to sit and wait till the cleaning people had time to go check the room and in front of everyone made a seen about having to do it.So we waited outside Andddd when our shuttle arrived he went inside and asked for us the manager said nope never heard of them now we have a last name you don't forget lol.Even the shuttle man said wow they are rude.DO NOT GO HERE.","We are sorry to hear you did not enjoy your stay. From your comments, you state that you paid for an upgraded room, however, based on your reservation, you reserved a standard two bedded room. Since you did not book this directly with the hotel but through an agency, we can't confirm what conversations took place, but we can confirm the reservation sent by your agency was for the exact room type you received. We also apologize you felt the hotel was being difficult with needing to inspect the room prior to your departure, but that was required being the hotel made an exception based on our relationship with your agency to allow you to post a cash deposit instead of a credit card since you did not have enough funds on the card to cover the needed deposit. With regard to cars parked outside your room, this is common with many hotels. However, we thank you for taking time to let us know of your experience.",Trip type: Traveled as a couple,Date of stay: August 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Nov 3, 2016"
Grafton on Sunset,30,"I wish I could score 3.5 out of 5 as the GoS is better than ""average"" (warranting a 3) but not really ""very good"" (warranting a 4). Let's give it a 3.5 and say it got a ""good"".Plus points: Facilities are great - the rooms are good, the bar area was great and the pool is lovely. Location is wonderful and the bar hosts a local music scene which was very good.Downside: For a ""budget"" hotel it felt a little expensive for what you were getting and maybe it's my age, but the staff were a borderline too-cool-for-school. But hey, that's LA, right?",Thank you for taking time to let us know how your stay was during your recent visit to Los Angeles. We appreciate you choosing the Grafton on Sunset and happy to hear you enjoyed our local music nights.,Trip type: Traveled on business,Date of stay: February 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Oct 31, 2016"
Grafton on Sunset,30,The location of this hotel is great for accessing all of the main tourist attractions. The air con in the rooms is really noisy and our window looked out onto a concrete wall. I would ask for a higher level room to avoid the view of a concrete wall. We were also given two double beds as there were no other rooms in the hotel available due to a booking error we had to accept this. The staff didn't seem too apologetic about it. The hotel served a purpose but we did not have the most enjoyable experience.,Thank you for staying with us during your visit to the West Hollywood area. We appreciate you taking time to let us know about your experience.,Trip type: Traveled as a couple,Date of stay: October 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Oct 25, 2016"
Grafton on Sunset,30,"I have stayed here twice. Request a room away from the stairwells, it is extremely noisy with the amount of foot traffic. Both my stays were very restless over multiple nights.There is a small gym and a decent size pool.Plenty of places to eat and drink at (check out Saddle ranch) within easy walking distance.Will stay elsewhere, only due to the price point vs the satisfaction of sleep.","Thank you for letting us know of your experience and we are disappointed to hear you will choose to stay elsewhere. We appreciate you taking time to write us about your stay as it is the best tool we have in our continual goal of making improvements to enhance our guest experience. However, we do hope to see you back.",,Date of stay: October 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Oct 24, 2016"
Grafton on Sunset,20,"My husband and I stayed here for three nights and it definitely didn’t live up to the reviews I’d read on TripAdvisor.We arrived on an early flight and were able to check in two hours early, which was great, however when we asked where we could go to eat nearby while we waited for our room the reception staff couldn’t provide us with any suggestions.The room itself wasn’t bad, but it wasn’t serviced on either of the days we stayed there, despite asking reception three times on the second day for it to be serviced. The bed was not made, the room was not cleaned and the toiletries were not replaced. Also, the bathroom was small and the TV channels were not synced properly.There is a cool bar onsite, with some entertainment on one of the nights we stayed. The food at the bar was patchy though – delicious on the first night, but cold the other time we tried it.Finally, we were woken up twice during our short stay: once by a couple of maids arguing in the hallway outside our room and once by a phone call from reception asking us to pay a bill we’d already paid.On the plus side, the location isn’t bad, on the Sunset Strip opposite The Comedy Store, and fairly close to a hop-on, hop-off tourist bus stop. There’s also a nice pool area at the hotel.For the price we paid, I’d say this hotel is definitely overpriced and its staff under deliver.",Thank you for choosing the Grafton on Sunset for your visit to the West Hollywood areas. We are disappointed to hear that we did not fully meet your expectations and appreciate you taking time to let us know of your experience. Hearing input from our guests is the best tool we have in making necessary improvements.,Trip type: Traveled as a couple,Date of stay: March 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Oct 14, 2016"
Grafton on Sunset,30,"The hotel was ok a little bit expensive but ok. Overnight parking is 40$ and there is a 10$ service fee for room serviceThe room was clean, the ac worked fineIt was nice to stay in the hotel.The hotel staff was very kind and helpful.",Thank you for choosing the Grafton on Sunset for your recent visit to West Hollywood.,Trip type: Traveled with family,Date of stay: October 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Oct 11, 2016"
Grafton on Sunset,20,"I spent one week in L.A. for work. My company book a room at the Grafton on Sunset Bldv.Want to be stylish place, good forniture, nice staff smiling and welcoming you from the door to the reception. However the management completely forgot the main goal of a hotel: confort of the client. Our room was right in front of an air conditioner exhaust that had to be turned on at maximum coolness to refresh all the corridor, we had to turn on the heating in the room… We asked several time at the reception to manage the issue with no result. But the best part was in the night when, as normal in a hotel you go to sleep. Our rooms were on top of the bar where every night a band will perform, last night I had a special surprise, drum and bass right trough my pillow! Again management say they “understand” and propose a discount on the parking. I just needed to sleep.",Thank you for taking the time to let us know about your experience. We apologize we did not meet you expectations but your input is very valuable in providing imperative feedback for us to make improvements in our guest experience.,Trip type: Traveled on business,Date of stay: September 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Sep 27, 2016"
Grafton on Sunset,20,Nice hotel great location but horrible horrible service. Staff was rude ill informed and inattentive. They didn't know where or how to get to places. Their standard response was take an uber I had to call three times to get the room cleaned after 3 pm. We came back to hotel at 10:30 Saturday and decided to have a quick drink before bed. There was a private party in bar so no go. They have a small patio off the lobby which we went on on but security came over and demanded we leave and then locked the door Pool area was closed and the security guy suggested that we go to the Andaz. He's right we should have stayed at the Andaz to begin with Great hotel and very good service. My suggestion stay at Andaz. Great hotel with professional staff,"Thank you for letting us know about your experience. We apologize we did not meet your expectations on the night of your return but happy to know that when we met in the morning, we were able to turn your experience around as you indicated you were completely satisfied with our response to your concerns.",Trip type: Traveled with friends,Date of stay: September 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Sep 27, 2016"
Grafton on Sunset,20,"First, Expedia (at least) has incorrect information on the Deposit. They have $100/stay, but it is actually $100/day. That's obviously a big difference when you're staying 3+ nights. It wasn't a big deal, but it would have been nice to know ahead of time that the hotel would be freezing $400.Second, valet parking is mandatory, and it's $40/night, and they will look at you every time you get your vehicle, expecting a tip. Maybe the Midwest is a little behind on the times, but I'm not tipping you when I'm already paying $40/night for you to park my car.Third, the staff was awful, except one of the attendants who was fantastic (I didn't catch his name), and the bartender I saw twice seemed to be a pretty cool guy as well (also didn't get his name). The rest could be done without. The front desk always appeared to be too busy to help, or even speak, to me, and relatively rude; and only one young woman even acknowledged my presence when I walked through the lobby.Fourth, the food and drinks are incredibly overpriced. I get it, it's W Hollywood, but for the amount of food, it's quality, and the quality of the drinks, it's not worth it at all. The menu was super small as well, and the options were OK, but you better be looking for modern dining, otherwise you'll be out of luck.Fifth, the room left something to be desired. There was literally ZERO view. My view for the four days was a concrete wall and a rickety wooden fence just a couple feet outside my window. The room overall wasn't too small, but it could have been slightly larger. No chair to sit in (except the desk chair); the bathroom was nice, but tiny; windows didn't open at all; no curtains, but shutters (that were installed backwards!); bed was nothing special; and the TV channel selection was awful. The minibar was well stocked, but just go across the street to the Pink Dot or down Sunset to one of the liquor stores, and buy something for much cheaper.Sixth, the wifi was a joke. The basic was free, but it was like 3G mobile service, and wasn't even strong enough to keep my laptop connected to it. I ended up using my data almost the entire four days. I refused to pay for the upgrade ($9.99/night), so I can't speak to it's quality.Lastly, there was construction right next door. They are building two high-rises, and the construction noise was terrible. I unfortunately had unpleasant weather for my trip, and was stuck inside a little bit more than I had wanted, and that's all I heard. Machinery, jackhammers, air tools, large trucks, constantly.I wouldn't say this is a great hotel, and have stayed in better in LA. I'd recommend somewhere else.",Thank you for letting us know of your experience and we are sorry to hear we did not meet your expectations.,Trip type: Traveled solo,Date of stay: June 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Jul 5, 2016"
Grafton on Sunset,30,This trendy little hotel is in a fantastic location with walking distance to great clubs & restaurants. The rooms are mini. Really mini but clean and trendy. Restaurant and bar onsite and has a good night scene.,Thank you for staying with us and we are happy to hear you enjoyed both Bar 20 and Oliver's Prime.,Trip type: Traveled on business,Date of stay: June 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded Jul 5, 2016"
Grafton on Sunset,10,"I am horrified by the service to traveller of this hotel. Having been travelling through the US and Mexico I have returned to Sydney with my partner staying on for an additional few days. Just prior to my partner returning home (2 days prior!) his bank blocked his cards. I booked his last nights accommodation from Sydney using my credit card. When my partner arrived at the hotel they would NOT accept his check in as they would not accept CASH for a security deposit OR a scanned and emailed copy of my credit card and passport. They literally REFUSED to assist passing me to the booking agent (Expedia) to try to obtain a refund or alternative accommodation. I am absolutely HORRIFIED that a hotel would turn a traveller away who is obviously in a terrible situation, who has actually paid for the accommodation without assisting to find a resolution. The reservation manager in particular was extremely rude. Meanwhile after an hour on the phone the lady from Expedia who was also horrified about our situation re organised the booking at Mondrian Hotel who happily took electronic confirmation and book my partner in immediately. This has been the most terrible experience in all of my years of extensive international travel.","We apologize for any inconvenience, however, Expedia provides our booking policy to all guests booking through their site and it states that a credit card is required upon arrival. Cash is accepted upon check out but a card is still needed to check in. We are sorry if you felt we turned your associate away but the hotel does not accept third party authorizations but we are happy to hear you were able to find alternative accommodations which was able to assist you.",Trip type: Traveled solo,Date of stay: May 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded May 31, 2016"
Grafton on Sunset,20,"Our flight arrived particularly early. We tried to mitigate this by asking a few days before our arrival for an early check in ($100 USD) fee. But we were told the hotel was fully booked so not possible. That's life.When we arrived around 9:30 we barely got a metre in the door before conceirge stuck out his arm and put his palm to signal is to ""stop!"". We halted as he barked ""are you checking in?!"" We said yes and he further barked ""Just sit there! I'll call you up in a minute"". We sat on the sofa like naughty school kids. Minutes past & we watched guest after guest arrive after us & walked up to get served. We continued to wait & watch this confused. Why did he need us to wait? THIRTY minutes past & I had enough. My partner went up to the desk and was served by a younger man. Immediately. Odd... The young man told us a room wasn't available at this time. We understood this. I wasn't happy & commented how we'd been left sitting waiting ignored for so long. The ""stop"" guy acted all shocked like he didn't realize we were waiting. We were a few short meters from the desk in full view the entire time. Lies.We went for a walk & came back a few hours later. We sat outside & enjoyed some drinks over-looking the stunning pool area. Our waiter was sweet & attentive.Hours & hours past & we were exhausted so my partner popped up to check one last time. We were told we were now third in line for a the next available room. I found this odd as we appeared to be the first to arrive over 5 hours previously. I guess this was punishment for calling the conceirge out on being so slack.Everyone else working in the hotel was lovely. The guest services & restaurant staff, particularly the young man working Friday morning in the restaurant were just lovely. The rooms were nice & beds comfy although my pillows & sheets smelt like the last guests' perfume. Housekeeping changed them the next day with no questions asked.Location is good although there is a lot of construction adjacent the property. We didn't hear much noise though. More noise from guests in hallways late at night & running across floors upstairs.Doubt we will go back though - first impressions are lasting ones unfortunately.","Thank you for your review and I apologize for the delayed response. It was important for me to locate the footage on our video to fully understand your comments. I was able to see the front office associate asking you to sit, however, it was not meant to be taken any way other than to be able to relax as they were working with a group at the desk and it would be a few minutes wait for you to be helped. Where the desk went wrong and I sincerely apologize, is that they did not stay focused and got wrapped up in how busy the lobby was and did not immediately help you after they concluded with the guest they were initially working with. There is no excuse that I can give other than they forgot about you and dropped the ball. I was happy to hear that you did enjoy your visit with us and found the restaurant, housekeeping and the rest of our staff met your expectations. I truly appreciate you taking time to let us know of your experience and I have already used the footage of your arrival as a training tool with our staff members.",Trip type: Traveled as a couple,Date of stay: May 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded May 15, 2016"
Grafton on Sunset,30,"Really wanted to like this hotel but it fell short in a couple of areas for me. As other reviews indicate it is a smallish boutique style hotel at the end of the strip on Sunset. Recently updated it has a small pool area which is surrounded on three sides by the hotel rooms. The bar and reception are well decorated and the reception and bell staff are pleasant. The small issues I had were with the amount of noise ( from other guests admittedly) that you can hear from adjoining rooms on the same floor, and above and below you - we were disturbed on a couple of nights well into the small hours as folk returned to the hotel. The valet service if you have a car is steep at $40 per night although the guys are pretty efficient. Outside happy hour the drinks are expensive too which means we did not eat or dine at the hotel as there is much better value out on the strip. The restaurant rarely had any diners when we were there (5days) so that was either price or quality I guess? These issues might be common on the strip but I am sure there are better value hotels should we revisit. And finally I found a couple of the guys behind the bar a little surly and looking to favour the big tippers - disappointing but natural I guess. Would we stay here again - probably not, a little cliched, a little expensive and I think there would be better options elsewhere.",We appreciate you taking time to let us know of your experience. We are disappointed to hear that you felt the pool area is small because the Grafton has the largest pool on the strip. I apologize if you felt the bartenders to be a bit surly as that is not our goal because we pride ourselves in providing genuine service to all our guests. We are also sorry if you felt our restaurant was too expensive. Oliver’s Prime is a boutique steakhouse and is priced very competitive with restaurants in the West Hollywood area. Chef Greg Elkin provides an excellent product and our restaurant has been recognized as a great choice for diners. We hope that you enjoyed your visit to the West Hollywood area.,Trip type: Traveled as a couple,Date of stay: April 2016,"Response from Bert S, General Manager at Grafton on Sunset","Responded May 4, 2016"
