unique_id,hotel,rating,review,response,triptype,dateofstay,responder,respondeddate,Brand,apology_num_Raters,apology_score,apology_bin,genuine_num_Raters,genuine_score,genuine_bin,offense_num_Raters_x,offense_score_x,offense_bin_x,sincere_num_Raters,sincere_score,sincere_bin,truly_num_Raters,truly_score,truly_bin,satisfied_num_Raters,satisfied_score,satisfied_bin,visit_num_Raters,visit_score,visit_bin,offense_num_Raters_y,offense_score_y,offense_bin_y,personalization_num_Raters,personalization_score,personalization_bin,severity_num_Raters,severity_score,severity_bin,WC_review,WC_diff,Segment,BOW_Apology,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
831,The Manhattan at Times Square Hotel,20,"This hotel has a good location, but otherwise was not as advertised. It is in severe need of maintenance. To their credit, they did immediately fix (upon complaint) a poorly draining bathtub. We had other people's hair floating around our feet for the first shower, as the water would not drain. The hotel room was not as advertised (old and rundown). There were also additional fees not disclosed when the room was booked. This hotel would be far less disappointing if they would be honest about what to expect. The vast majority of staff members we interacted with were friendly and helpful.","Thank you for taking the time to share your feedback, bumblebergs.We were disappointed to learn that the condition of our hotel did not meet your expectations. Please be assured that this is not the standard that we aspire to providing.We hope you allow us the chance to share a more positive experience with you soon.Yours in Hospitality,Abel Cartagena, Jr. – General Manager",,Date of stay: November 2019,"Response from AbelC559, General Manager at The Manhattan at Times Square Hotel","Responded Nov 26, 2019",Al Faisal,7,-3.428571429,FALSE,7,1.285714286,TRUE,7,18.14285714,TRUE,7,0.857142857,TRUE,7,8.428571429,TRUE,4,-10,FALSE,4,-15,FALSE,4,0.75,TRUE,4,-14.5,FALSE,4,16.75,TRUE,102,-36,1,0,66,58.76,99,1.51,96.12,22,21.21,86.36,68.18,54.55,22.73,16.67,0,7.58,9.09,0,0,6.06,19.7,7.58,0,12.12,6.06,1.52,0,3.03,15.15,4.55,1.52,16.67,10.61,1.52,4.55,13.64,0,13.64,3.03,1.52,3.03,3.03,1.52,3.03,0,9.09,7.58,1.52,3.03,1.52,1.52,0,0,1.52,0,31.82,15.15,4.55,3.03,0,0,3.03,16.67,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,3.03,1.52,0,0,0,0,0,0,4.55,1.52,0,0,1.52,0,0,0,1.52,3.03,1.52,4.55,0,0,0,0,0,12.12,7.58,4.55,0,0,0,0
832,The Manhattan at Times Square Hotel,20,"Great location. Walking distance to theaters, radio city and times square. Had a 15th floor room,street facing room, noise was minimal. Room was old, shabby and bathroom was in need of complete renovation.","Thank you for taking the time to share your feedback.We were disappointed to learn that the condition of our hotel did not meet your expectations. Please be assured that this is not the standard that we aspire to and we will share your concerns with the appropriate members of our team moving forward.We hope you allow us the chance to share a more positive experience with you soon.Yours in Hospitality,Abel Cartagena, Jr. – General Manager",Trip type: Traveled with family,Date of stay: November 2019,"Response from AbelC559, General Manager at The Manhattan at Times Square Hotel","Responded Nov 21, 2019",Al Faisal,7,7.857142857,TRUE,7,2,TRUE,7,24,TRUE,7,-3.285714286,FALSE,7,-5.285714286,FALSE,4,6,TRUE,4,-9.5,FALSE,4,0.5,FALSE,4,-7.75,FALSE,4,4,TRUE,34,45,1,0,79,57.92,99,2.83,90.96,26.33,20.25,89.87,69.62,55.7,22.78,17.72,0,8.86,8.86,0,0,5.06,20.25,7.59,0,12.66,6.33,1.27,1.27,2.53,15.19,5.06,1.27,20.25,15.19,1.27,3.8,11.39,0,11.39,2.53,1.27,2.53,2.53,1.27,2.53,0,7.59,6.33,1.27,2.53,1.27,1.27,0,0,1.27,0,34.18,15.19,5.06,2.53,0,0,2.53,20.25,0,0,0,0,0,0,0,0,3.8,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,2.53,1.27,0,0,0,0,0,0,3.8,3.8,0,1.27,2.53,0,0,0,1.27,2.53,1.27,5.06,0,0,0,0,0,8.86,6.33,2.53,0,0,0,0
833,The Marlton Hotel,30,"It is an old, outdated and expensive hotel in one of the most prestigious places in New York.The rooms are very small, approximately 14 to 16 square meters, somewhat uncomfortable and very expensive.The restaurant is just about average.","RiBa_100,Thank you for your review of the Marlton Hotel. I'm sorry to hear you were less than satisfied with your stay. The historic building actually received a full renovation in 2013, but we made every effort to restore it's old world charm while doing so. Some of our rooms are on the Petite side, however we do have some larger rooms on property as well. I will send you a direct message so that we can discuss your stay at length.Have a great day,Leo G.Hotel Manager",Trip type: Traveled with family,Date of stay: May 2016,"Response from Leo G, Manager at The Marlton Hotel","Responded Jun 15, 2016",Unaffiliated,12,18.5,TRUE,12,15,TRUE,12,-1.75,FALSE,12,13.08333333,TRUE,12,5.333333333,TRUE,5,19.2,TRUE,5,0.8,TRUE,5,0.4,FALSE,5,22,TRUE,5,-3.4,FALSE,40,51,1,1,91,40.35,99,86.41,99,18.2,14.29,89.01,72.53,56.04,15.38,13.19,2.2,4.4,6.59,0,0,2.2,16.48,6.59,2.2,13.19,10.99,5.49,7.69,0,20.88,6.59,7.69,6.59,4.4,1.1,1.1,8.79,1.1,7.69,1.1,1.1,1.1,0,1.1,3.3,0,8.79,8.79,0,1.1,1.1,0,0,0,0,0,20.88,8.79,2.2,5.49,0,0,3.3,12.09,0,0,0,0,0,0,0,0,6.59,0,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,2.2,0,0,0,0,3.3,12.09,0,0,10.99,0,1.1,0,7.69,4.4,4.4,1.1,0,0,0,0,0,14.29,6.59,4.4,0,0,2.2,1.1
834,The Marlton Hotel,30,"Nice rooms that aren't small - they're tiny. Not much room in the bathroom or shelf space. I stayed the first night myself and my wife joined for the last three nights - the room is for one person only. The bathroom is almost impossible to use with two. If you wish to get out of the tiny space and into the beautiful lobby - good luck - every night the locals arrive and fill it up. If you dig on a scene and it hopping all night. We wished there was a space reserved for hotel guests so we could get out of the room. Overall, its charming and everything we wished it to be cosmetically - the food was great - the service below average. We wanted to love you Marlton...","mypeeko,Thank you for your review of the Marlton. I regret hearing that your stay was unsatisfactory, in particular that your room was too small. While our rooms are on the smaller side, we do have larger options on property. Due to the popularity of the lobby we hold the east couches & tables for hotel guests only. We would have been happy to ensure there was adequate space for you had we known about this issue!We hope to have the opportunity to host you again, perhaps in one of our larger room categories.Leo G.Hotel Manager",,Date of stay: February 2016,"Response from Leo G, Manager at The Marlton Hotel","Responded Feb 17, 2016",Unaffiliated,6,5.5,TRUE,6,-2.166666667,FALSE,6,14.16666667,TRUE,6,-1.5,FALSE,6,0,FALSE,2,20.5,TRUE,2,10,TRUE,2,0,FALSE,2,20.5,TRUE,,,FALSE,127,-29,1,0,98,56.86,99,30.48,68.42,19.6,15.31,86.73,70.41,57.14,17.35,14.29,1.02,7.14,6.12,0,0,3.06,15.31,6.12,1.02,15.31,11.22,6.12,1.02,0,17.35,8.16,5.1,9.18,7.14,1.02,1.02,8.16,0,8.16,2.04,0,3.06,3.06,0,2.04,0,5.1,4.08,1.02,3.06,2.04,1.02,0,0,1.02,0,17.35,1.02,1.02,1.02,0,0,1.02,16.33,0,1.02,0,1.02,0,0,0,0,6.12,0,4.08,2.04,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,1.02,0,1.02,0,0,5.1,12.24,1.02,0,10.2,0,1.02,0,3.06,7.14,1.02,1.02,0,0,0,0,0,12.24,6.12,4.08,0,1.02,0,1.02
835,The Marlton Hotel,30,"Let me start by saying that the people at the front desk are very nice -- with a shout-out to Rich, who was so great about helping us with dinner reservations, etc. Also, the lobby-reception area is cool and the breakfast was delicious.Unfortunately, the room (a deluxe queen), was beyond tiny. There is no chair, no desk and not enough room for a luggage rack (that's probably why they didn't provide one -- we had to ask for it). What?! There is no clock, there is no space for a cosmetic bag in the bathroom, there is no turn-down service. There is one jinky elevator for all 9 floors. The hallways are narrow and not very clean. All this, for the price of $425 nightly. Needless to say, we expected more and were very disappointed!Our advice? If you are in the area, come in for a drink, but do not stay here. It is illogically and unreasonably over-priced.","goldlie,While we appreciate the comments about our staff, Rich in particular, we hate to hear that your stay was unsatisfactory. Having said that, we are confident that we can find a room/rate combination that offers a better value.Please reach out to me directly should you decide to return.Have a great day,Leo G.Hotel Manager",Trip type: Traveled as a couple,Date of stay: November 2015,"Response from Leo G, Manager at The Marlton Hotel","Responded Nov 18, 2015",Unaffiliated,8,11.5,TRUE,8,4.125,TRUE,8,8.5,TRUE,8,7.625,TRUE,8,4.375,TRUE,7,13.71428571,TRUE,7,-4,FALSE,7,0.714285714,TRUE,7,10.14285714,TRUE,6,5.166666667,TRUE,162,-103,1,0,59,48.82,99,94.87,99,29.5,15.25,84.75,71.19,49.15,20.34,13.56,1.69,8.47,3.39,0,0,6.78,16.95,6.78,0,10.17,10.17,1.69,1.69,0,25.42,6.78,1.69,15.25,8.47,3.39,3.39,10.17,0,10.17,5.08,0,3.39,0,0,1.69,0,15.25,13.56,1.69,5.08,3.39,1.69,0,1.69,0,0,28.81,13.56,3.39,8.47,0,0,1.69,15.25,0,0,0,0,0,0,0,0,6.78,0,1.69,3.39,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,13.56,0,3.39,10.17,0,1.69,0,8.47,3.39,3.39,0,0,0,0,0,0,16.95,6.78,8.47,0,0,0,1.69
836,The Marlton Hotel,30,"This was my second stay here and it was lovely to be back. The hotel is a small hotel on 8th Street, beautifully refurbished from an old rooming house, so the rooms are correspondingly small. But it has a certain vibe; it is well furnished in the main areas, and the rooms are well designed. In-room space can be an issue. The double bed (possibly queen) naturally dominates the room, with no real space around it, so luggage has to be stowed under the bed (not always possible with large suitcases) The wardrobe and mini-bar arrangement is adequate, but a challenge if you have a longer stay and lots of clothes. That said, the linens and towels are first class, and the television is a good size. There is a coffee bar within the main lobby, but no room service. We were there as guests of our family, so did not spend a lot of time in the hotel. However, we stayed 'home' on a couple of evenings and enjoyed dinner from a local deli. There are lots of good places to eat close by, and a great coffee shop next door - Lena's. Staff are helpful and friendly, with the Bell Captain (Dimarcus) especially good to meet and he is both helpful and welcoming. The restaurant staff were okay but on one occasion (breakfast) our Server was surly and that was a disappointment. Overall the hotel is lovely, but boutique hotel usually means small hotel, so bear that in mind.","Hello Mai H,Thank you for your deciding to stay with us once again. I'm sorry to hear you found the restaurant server to be surly and our rooms to be a bit petite. I encourage you to reach out to me directly upon a return visit so that I can ensure your reservations are handled with the utmost care.We hope to see you again soon.Have a great day,Leo G.Hotel Manager",Trip type: Traveled as a couple,Date of stay: June 2016,"Response from Leo G, Manager at The Marlton Hotel","Responded Sep 27, 2016",Unaffiliated,4,23.25,TRUE,4,15.75,TRUE,4,7,TRUE,4,15.75,TRUE,4,8,TRUE,4,17,TRUE,4,16.25,TRUE,4,0.5,FALSE,4,17.5,TRUE,4,-2,FALSE,252,-177,1,1,75,59.67,99,93.95,99,25,9.33,86.67,76,56,18.67,17.33,5.33,4,8,0,0,1.33,13.33,6.67,1.33,16,8,6.67,2.67,0,25.33,2.67,2.67,6.67,5.33,0,1.33,8,0,8,2.67,0,2.67,1.33,1.33,0,0,12,12,0,1.33,1.33,0,0,0,0,0,26.67,13.33,5.33,8,0,0,2.67,13.33,0,0,0,0,0,0,0,0,4,1.33,1.33,1.33,0,0,1.33,0,0,0,0,0,0,1.33,0,0,1.33,0,0,0,0,0,0,0,5.33,12,1.33,2.67,8,1.33,1.33,0,10.67,2.67,4,2.67,0,0,0,0,0,10.67,6.67,2.67,0,0,1.33,0
837,The Maxwell Hotel - A Staypineapple Hotel,30,"The bedding is the opposite of their description. You get two fluffy duvets, that are both too small for the bed, and a bottom sheet. The duvets kept falling off all night. I was either too hot or too cold all night. I won't go back.","Dear Safari740028,I am so sorry you did not find the bedding comfortable. We can always make the bed the traditional way, to ensure your comfort. This is very important to us, a comfortable nights rest. If I can assist in the future, please feel free to reach out to us. If given the opportunity, we would love to have you back!Regards,Jamie Randall",Trip type: Traveled with friends,Date of stay: May 2019,"Response from TheMaxwellGM, General Manager at The Maxwell Hotel - A Staypineapple Hotel","Responded May 14, 2019",Staypineapple,6,22.16666667,TRUE,6,8.166666667,TRUE,6,10.83333333,TRUE,6,11.33333333,TRUE,6,3.666666667,TRUE,7,22.57142857,TRUE,7,12.57142857,TRUE,7,0.857142857,TRUE,7,20.71428571,TRUE,7,-9.142857143,FALSE,46,19,1,1,65,48.9,94.52,52.48,99,13,15.38,96.92,75.38,55.38,15.38,13.85,3.08,6.15,4.62,0,0,1.54,12.31,9.23,1.54,10.77,10.77,4.62,4.62,1.54,21.54,10.77,0,9.23,7.69,1.54,0,16.92,1.54,15.38,3.08,1.54,6.15,3.08,0,4.62,0,15.38,15.38,0,6.15,6.15,0,0,0,0,0,18.46,6.15,4.62,3.08,0,0,0,10.77,0,0,0,0,0,0,0,0,3.08,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,10.77,12.31,1.54,1.54,7.69,0,0,1.54,4.62,3.08,7.69,1.54,0,0,0,0,0,16.92,6.15,9.23,0,1.54,0,0
838,The Maxwell Hotel - A Staypineapple Hotel,30,"For the price, I would have liked a better sleep experience. The duvets were too thick so we needed to sleep with AC. AC was very loud and I could hear people walking on the floor above. Things I did like were the cleanliness and the staff was great.","Dear Tim605,Thank you for your feedback, we value all that comes to us. Should your travels bring you to The Maxwell Hotel or any of our other Staypineapple properties in the future, we can certainly provide non down bedding per request.Thank you for writing to us and for choosing to Staypineapple at The Maxwell Hotel we hope to see you again!Sincerely,Rye Cook-BiggertGuest Service ManagerThe Maxwell Hotel",Trip type: Traveled as a couple,Date of stay: July 2019,"Response from Rye C, Guest Service Manager at The Maxwell Hotel - A Staypineapple Hotel","Responded Aug 11, 2019",Staypineapple,8,-0.875,FALSE,8,0.5,TRUE,8,-0.625,FALSE,8,-1.25,FALSE,8,-2,FALSE,7,20,TRUE,7,17.28571429,TRUE,7,0.428571429,FALSE,7,17.28571429,TRUE,6,-9.166666667,FALSE,49,22,1,0,70,79.45,99,16.97,98.65,35,25.71,82.86,68.57,55.71,18.57,17.14,0,8.57,8.57,0,0,1.43,14.29,4.29,1.43,18.57,2.86,4.29,2.86,0,14.29,2.86,1.43,12.86,10,0,2.86,14.29,1.43,12.86,2.86,0,4.29,4.29,1.43,2.86,0,7.14,7.14,0,1.43,1.43,0,0,0,0,0,31.43,11.43,2.86,5.71,0,0,5.71,18.57,0,0,0,0,0,0,0,0,5.71,0,1.43,4.29,0,0,1.43,0,0,0,0,0,0,1.43,0,0,1.43,0,0,0,0,0,0,0,2.86,8.57,0,4.29,4.29,1.43,0,0,2.86,0,5.71,2.86,0,0,0,0,0,11.43,2.86,5.71,0,1.43,0,1.43
839,The Maxwell Hotel - A Staypineapple Hotel,20,"If you're just interested in the short review, here goes. If you're 24 or younger, or you are 40 and identify as 24 or younger as evident by the raucous 40th birthday celebration taking place in the lobby, this is the hotel for you. If not, read on...If I could just rate the woman who checked us in at the front desk, I'd rate her five stars all the way. Competent, polite and understanding; she certainly took her job seriously and I appreciated that. She quickly checked us in after a long drive from San Juan Island and by looking at our Toyota 4Runner with a Thule box on top she promptly gave us access to the available parking spot outside of the garage realizing that we'd never make the low clearance of the parking garage.You read right, if you have a SUV, truck or perhaps a lifted Subaru Outback (we're from Portland, Oregon and it's a thing here) with a travel box on top, forget about parking the the garage, the clearance is far too low. More on parking later in the review.Once parked, it was time to finally unload and we were hoping...unwind. We unpacked the car and headed to our room on the fourth floor. The elevators are unbelievably slow and there are only two. One of which broke down during our stay leaving only one functioning elevator for the entire hotel. Murphy's Law I suppose.You have to insert your key card to access your floor. I'm not sure if this is common for all of the Pineapple hotels, or just The Maxwell Hotel. Either way, I am juggling bags, kids and now fumbling for my room key to just get to my floor.Finally, I slam the key in slot and hit the number 4 for the fourth floor. Once the elevator doors open, I'm greeted by what would appear to be circus colors. Queue the clowns! But, what's that smell?Oh, that's the folks in room 420 celebrating their stay with a nice long toke. No smoking or vaping allowed at The Maxwell Hotel you say? Apparently that rule applies to every room BUT room 420. The entire hall reeked of marijuana. Now before you get upset and judge us as some marijuana prudes, we're from Portland and if Oregon can do one thing right, it's grow and smoke weed. However, the last thing I want to to do is explain to my children the origin of 4:20 during my stay in a rather expensive hotel.Thank God, our room did not smell of pot, but the wallpaper on the walls was anything but relaxing. You're presented two duvets per queen bed and you're scratching your head as to what you're supposed to do. Luckily, they realize this is not normal and provide you with some Ikea-inspired hieroglyphs on how to utilize your ""European"" duvets. Needless to say, the same amount of cursing associated with assembling your Ikea entertainment center commenced.We registered our kids, so I'm not sure if they placed the $25.00 stuffed dog because of that, or if they do it for every room, but there was a stuffed dog that our daughter was dead set on getting.Spoiler alert; it wasn't worth $25.00 and she didn't get it. Parent win!Did I mention that everything in this room is for sale? Yep, you can buy the coffee mug for $25.00, you can buy a mystery munchie box of mystery snacks for $25.00; no, you don't know what's in it, but if you're a gambler you can find out for just $25.00! You can buy branded dog bowls and more! For just $150.00 you can be a Stay Pineapple walking billboard...wonderful!There is branding absolutely everywhere! Just about every surface has a pineapple plastered on it. The glasses have pineapples, the towels have pineapples, the pillows have pineapples, the water has pineapples, everything has pineapples. Not to mention the immature innuendo that is repeated everywhere. You're Do Not Disturb door tag says ""I'm naked"" and the pillows are embroidered with ""Sleep With Me."" We're just a pole away from from feeling like we're sleeping in a strip club.That's not a knock against the Maxwell Hotel, but rather the Pineapple Hotel chain.Finally, we're settled. Our ""high-riding"" vehicle parked, our European-style beds made and the T.V on. Now we're hungry!Luckily McMinneman's is located just across the street, unless you're interested in overpriced sundries at the hotel. From there we were able to wear out the kids with a walk past the Space Needle.A big positive of The Maxwell Hotel; location. You can't beat this location if you're touring Seattle. Close to the Space Needle, Key Arena and the International Fountain, you can really see quite a bit with just a short walk.Our kids wanted to hit the pool...because they're kids...This pool is barely big enough for your grandma! One family at a time. Luckily from our room, we had direct view of the pool through the windows and unfortunately it would seem that families must be lining up for the pool since it was full from 6:30pm - 10:00pm! Sorry kids, no pool for you. You can always take a warm bath; wait, there's no bathtub? Damn.The shower blows water all over the floor because it doesn't have a door or a curtain. I know that when you're completely drunk, this shower is easy access, but not all of us are functioning alcoholics and like to keep the floor dry to avoid unnecessary falls.Speaking of the shower, it almost seems like the hot water is metered. It can be piping hot and after 10 - 15 minutes it becomes ice cold until you crank the the handle to full hot. After an audible thud it then scalds you and you have to readjust it for another 10 - 15 minutes of a hot shower. I can't say it's actually metered, or if it was our room or perhaps the plumbing is old?It's about 10:00pm, time for bed. You'll learn that the TV's in this place will shut themselves off! Yes, that's right, they have built in timers; not a sleep timer, but an actual timer. You have to tell it that you're still watching or it will turn off. Good luck finding the remote when it's pitch black in your room!Check out time.Remember that parking situation? For that limited clearance parking you're paying $37.00 a day PLUS applicable taxes! So you're paying around $50.00 a day to park your car here. Did they tell me when I checked in? No. The snarky young man at the desk told me that there was a sign. He wasn't lying, there IS a sign, but really? $37.00 a night PLUS taxes? Come on. I am already paying nearly $200 a night for this place, you can't comp me some parking in YOUR garage?When we questioned the young man, he basically told us ""oh well, pay up."" According to hotels.com we owed $191.00 for our stay, we ended spending over $250.00!We've stayed in very high-end hotels and none of them were like this. If you're into fake crystal everywhere, mirrors with stickers, circus colors and the stench of weed, this is the hotel for you!","Dear clee109,Thank you so much for taking the time to write a review regarding your recent stay with us. I am so sorry you did not enjoy your stay. It is important to us that our guests experience a comfortable, fun stay with great service! We apologize for the annoyance caused from a guest smoking. This is something we do not allow, for the comfort of all our guests we do our best to enforce our 100% smoke free of any kind policy. I have shared your comments with our entire team, to ensure we strive to provide great service and to maintain our rooms quality. I am sorry we were not the right fit for your travel. I appreciate you taking the time to keep us informed. It is with suggestions and input from our guests that allow us to strive for great, so thank you!Safe Travels,Jamie Randall",Trip type: Traveled with family,Date of stay: March 2019,"Response from GoPlaces15793534631, General Manager at The Maxwell Hotel - A Staypineapple Hotel","Responded Apr 1, 2019",Staypineapple,8,17.375,TRUE,8,8,TRUE,8,6.875,TRUE,8,9.75,TRUE,8,1.75,TRUE,7,5.285714286,TRUE,7,-20.42857143,FALSE,7,0.857142857,TRUE,7,3.285714286,TRUE,7,16.57142857,TRUE,1234,-1082,1,3,152,48.35,99,10.42,99,16.89,14.47,92.11,73.68,55.26,22.37,18.42,2.63,10.53,5.26,0,0,3.95,16.45,5.26,1.32,13.82,6.58,1.97,3.29,1.97,16.45,9.21,1.97,17.11,12.5,1.97,2.63,7.89,0.66,7.24,1.97,1.97,0,1.32,0,1.97,0,11.18,10.53,0.66,3.29,2.63,0.66,0,0.66,0,0,29.61,10.53,4.61,2.63,0.66,0,3.29,19.08,0,2.63,0,0,0,0,0,0,3.29,0.66,0.66,1.97,0,0,0,0,0,0,0,0,0,0,0,0,1.32,1.32,0,0,0,0,0.66,0.66,11.18,4.61,0.66,1.32,2.63,0,0,0,0.66,3.29,4.61,0,0,0,0,0,0,10.53,4.61,3.95,0,1.32,0,0.66
840,The Maxwell Hotel - A Staypineapple Hotel,20,We stayed for 2 nights. The food in the restaurant was awful. The cookies and desserts were WAY over-priced. $7.00 US for one cookie is ridiculous. The hot chocolate was awful. I ordered a chicken burger that was the worst food I have ever had. Sent it back. My kids ordered the mac & cheese. Both of them hated it. They then ordered pizza. Hated it. There is no sit down breakfast. Nothing for kids to eat in the morning. The pool was too cold.,"Dear Roam 58606903953Thank you for leaving such a detailed review of your experience. Please accept my apologies for what seems like many issues concerning multiple areas of your stay. I have reviewed your concerns with each of our operations teams and will be able to use this as a good tool moving forward. I would love to speak with you personally so as your schedule allows please reach out to me at jbush@staypineapple.com to discuss in detail. I appreciate your time, thank you for your business and look very forward to speaking with you in the near future.Warm Regards,Jay Bush",Trip type: Traveled with family,Date of stay: November 2018,"Response from Jay B, General Manager at The Maxwell Hotel - A Staypineapple Hotel","Responded Dec 7, 2018",Staypineapple,2,15.5,TRUE,2,7.5,TRUE,2,4,TRUE,2,6.5,TRUE,2,6,TRUE,5,23.8,TRUE,5,-5.2,FALSE,5,0.8,TRUE,5,18.4,TRUE,5,4.8,TRUE,85,19,1,1,104,85.02,99,57.98,98,20.8,19.23,88.46,65.38,52.88,17.31,15.38,4.81,0.96,9.62,0,0,1.92,14.42,2.88,0.96,22.12,3.85,1.92,4.81,0,13.46,5.77,1.92,5.77,2.88,0.96,1.92,9.62,0,9.62,3.85,1.92,1.92,0.96,0,0,0,6.73,6.73,0,2.88,2.88,0,0,0,0,0,22.12,10.58,5.77,4.81,0,0,3.85,11.54,0,0,0,0,0,0,0,0,4.81,0,0,4.81,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,6.73,11.54,0.96,2.88,7.69,0.96,0,0.96,1.92,0.96,0.96,1.92,0,0,0,0,0,8.65,5.77,1.92,0,0,0,0.96
841,The Paramount Hotel,30,"The hotel was nice, but not necessarily worth the price. On a return trip to Seattle, I'd definitely shop around. The room was comfortable. The staff was semi-helpful. It was a bit disappointing that though they acknowledged our special request to give us suggestions to make a birthday special, they never followed through with any suggestions. Though doable, it was a hike to Pike Place Market (especially uphill on the way home). One test that every hotel has to pass with me is keeping a room supplied with toilet paper. They failed when we had to call down for a roll. It was delivered quickly, but why put guests through the embarrassment have having to ask for TP? Especially a high priced hotel.","Thank you for sharing your recent experience with us. Your feedback is appreciated. We strive to provide guests with top-notch service, and I apologize for missing the mark on this particular occasion. You are right about the TP, it should never be an issue. Many apologies,",Trip type: Traveled with family,Date of stay: August 2014,"Response from Kyle A, General Manager at The Paramount Hotel","Responded Sep 5, 2014",RFR,6,24.16666667,TRUE,6,12.83333333,TRUE,6,22.66666667,TRUE,6,12.66666667,TRUE,6,11.16666667,TRUE,4,22.5,TRUE,4,14,TRUE,4,1,TRUE,4,19.25,TRUE,4,-10.5,FALSE,124,-77,1,2,46,54.07,99,17.84,97.48,9.2,26.09,86.96,63.04,56.52,19.57,15.22,2.17,4.35,8.7,0,0,4.35,15.22,6.52,0,15.22,8.7,4.35,2.17,2.17,13.04,4.35,2.17,13.04,6.52,2.17,4.35,10.87,2.17,8.7,4.35,0,2.17,0,0,2.17,0,6.52,6.52,0,2.17,2.17,0,0,0,0,0,30.43,15.22,8.7,6.52,0,0,4.35,15.22,0,2.17,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,6.52,0,6.52,0,0,0,0,0,0,17.39,8.7,6.52,0,0,0,2.17
842,The Paramount Hotel,30,"Stayed here with a colleague for a week on business. Everything was adequate; clean, provided advertised services. Initially they had offered me a double queen, but then booked a king size and never told me we didn't have the double queen. Thankfully I checked much nearer the time. However, it took a while before they accepted the error. Finally, after much effort they did and then they offered a guaranteed and free roll away bed. That's really the least they could do given their error, but we were both comfortable and we had what we wanted.That error aside, once we were there, the room was fine, the gym is pretty good, the staff (reception and housekeepers) were very friendly and helpful. They also provided (tasty) apples at the front desk and have a lovely gas fire.",Hi! Thank you for taking the time to write a review. We do apologize for the mix up and any inconvenience it provided for both you and your colleague. However we're happy to hear that you had an otherwise pleasant stay. Thank you for mentioning our friendly team and other amenities. We hope we'll see you again the next time you're in Downtown Seattle. Thank you!,Trip type: Traveled on business,Date of stay: June 2013,"Response from Kyle A, General Manager at The Paramount Hotel","Responded Jul 7, 2013",RFR,4,22.75,TRUE,4,23,TRUE,4,20,TRUE,4,21,TRUE,4,20.25,TRUE,3,16.66666667,TRUE,3,18.33333333,TRUE,3,0.666666667,TRUE,3,19,TRUE,3,-3.666666667,FALSE,137,-71,1,1,66,36.2,99,20.79,99,9.43,18.18,93.94,78.79,59.09,22.73,19.7,0,7.58,12.12,0,0,3.03,16.67,7.58,0,12.12,7.58,3.03,7.58,0,21.21,7.58,1.52,13.64,12.12,0,1.52,9.09,0,9.09,1.52,0,1.52,3.03,0,4.55,0,12.12,12.12,0,6.06,6.06,0,0,0,0,0,36.36,15.15,9.09,7.58,0,0,9.09,22.73,0,0,0,0,0,0,0,0,3.03,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.52,0,0,0,0,0,1.52,6.06,9.09,0,0,6.06,1.52,1.52,0,3.03,3.03,3.03,3.03,0,0,0,0,0,15.15,7.58,0,0,3.03,4.55,0
